Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
38.06,42.87,24.28,372.1,PVC,6,Good,0
49.43,47.9,24.4,587.2,HDPE,14,Poor,1
37.23,31.98,32.03,359.98,Copper,8,Good,0
33.92,15.07,24.14,199.88,HDPE,21,Good,0
47.09,26.91,14.56,285.39,Steel,21,Average,0
51.99,20.56,8.69,265.89,PVC,15,Good,0
38.55,72.9,25.85,368.05,Copper,27,Poor,1
52.09,23.24,15.39,832.06,Copper,50,Poor,1
71.69,36.77,28.65,57.97,HDPE,10,Average,0
58.69,40.34,32.67,165.62,Copper,19,Average,0
67.4,33.58,28.88,366.23,PVC,2,Good,0
32.29,35.24,26.75,254.92,PVC,5,Average,0
77.04,37.93,29.63,247.81,PVC,23,Average,0
18.13,40.03,17.05,774.11,Copper,30,Average,1
37.52,17.19,10.93,210.41,PVC,11,Good,0
78.77,46.94,22.59,226.19,PVC,6,Good,0
31.28,47.17,29.17,450.84,HDPE,5,Average,0
43.74,96.85,23.83,824.74,Copper,26,Average,1
66.76,16.46,11.34,303.37,Copper,24,Good,0
37.29,25.12,10.28,227.96,Copper,40,Average,1
13.22,79.01,33.62,320.39,Cast Iron,15,Poor,1
15.07,67.25,8.39,997.79,HDPE,49,Poor,1
33.71,39.98,12.45,194.46,Steel,24,Good,0
50.49,20.06,19.03,456.05,Cast Iron,27,Good,0
10.52,54.26,34.08,968.65,HDPE,20,Poor,1
65.47,31.27,24.76,249.53,HDPE,4,Average,0
38.06,45.36,12.66,495.66,Steel,1,Average,0
53.91,43.43,21.26,416.8,PVC,15,Average,0
28.24,23.62,34.57,613.38,HDPE,15,Average,1
50.63,46.92,28.04,273.16,Steel,1,Average,0
65.18,40.18,26.13,247.09,Cast Iron,2,Good,0
34.99,89.84,7.47,845.99,PVC,45,Poor,1
55.58,98.09,26.84,235.17,Copper,47,Poor,1
17.67,76.6,26.87,727.79,Steel,23,Average,1
35.28,26.76,18.27,114.78,Copper,15,Average,0
37.66,21.03,7.54,92.87,Steel,19,Good,0
31.1,69.27,28.7,723.28,Steel,20,Poor,1
63.15,8.68,18.73,407.99,PVC,27,Good,0
38.75,61.33,27.63,414.95,Cast Iron,21,Poor,1
61.14,27.37,33.99,51.23,PVC,13,Good,0
51.18,92.88,16.49,830.22,PVC,28,Poor,1
43.49,17.55,5.17,229.11,Copper,19,Average,0
40.1,9.42,5.26,273.59,Cast Iron,16,Good,0
60.34,43.6,29.46,200.45,PVC,5,Good,0
75.32,47.72,25.71,303.87,Steel,14,Good,0
46.83,63.71,7.58,343.6,HDPE,26,Poor,1
49.38,16.33,29.4,159.26,Cast Iron,21,Good,0
42.3,23.08,6.95,472.41,Steel,15,Average,1
41.2,39.87,19.16,319.47,Cast Iron,28,Good,0
27.81,32.26,26.88,922.32,HDPE,43,Poor,1
32.2,81.3,12.72,580.28,PVC,22,Average,1
10.34,54.43,25.89,322.94,Steel,19,Poor,1
46.47,53.66,32.29,813.4,Cast Iron,40,Average,1
32.86,96.59,16.95,926.84,HDPE,26,Poor,1
34.56,12.92,14.06,434.22,HDPE,17,Average,0
56.19,85.47,23.8,616.03,Copper,33,Poor,1
44.92,50.67,26.36,991.24,HDPE,17,Poor,1
28.4,81.2,9.54,470.69,PVC,24,Poor,1
54.27,39.04,12.14,55.37,HDPE,25,Average,0
65.41,6.68,23.37,345.1,HDPE,15,Average,0
56.96,68.19,29.23,824.37,Copper,27,Poor,1
79.43,37.01,24.0,335.84,Copper,20,Average,0
19.95,39.44,20.43,616.93,Copper,33,Poor,1
49.44,43.19,15.5,234.16,PVC,44,Poor,1
43.01,26.05,33.13,474.8,Copper,14,Average,0
44.05,24.78,26.89,399.34,HDPE,23,Good,0
58.76,72.09,30.08,814.05,Cast Iron,23,Poor,1
12.38,83.88,31.44,293.54,PVC,12,Poor,1
53.25,43.17,17.36,939.94,Steel,14,Average,1
62.25,45.6,20.95,275.38,PVC,30,Average,0
35.61,69.03,24.42,392.83,HDPE,11,Poor,1
48.66,91.7,20.2,883.44,Cast Iron,46,Poor,1
36.54,87.34,31.48,665.66,PVC,21,Average,1
53.5,33.35,18.52,243.13,PVC,5,Good,0
22.5,93.2,18.29,514.9,HDPE,33,Average,1
64.01,22.96,14.21,467.71,Copper,15,Average,0
20.33,24.27,27.81,438.87,Copper,14,Average,1
16.4,68.41,23.77,220.22,Steel,38,Average,1
15.91,82.03,13.26,280.45,PVC,28,Poor,1
22.27,43.63,14.76,722.39,PVC,16,Average,1
22.97,62.68,14.45,691.25,HDPE,21,Poor,1
41.35,6.82,19.29,65.13,Steel,26,Good,0
37.35,34.33,9.13,558.78,Steel,46,Average,1
69.56,5.46,31.75,280.64,PVC,30,Good,0
50.22,6.91,28.87,398.72,Steel,9,Good,0
35.34,20.73,12.6,374.81,HDPE,7,Good,0
55.07,28.56,22.39,308.97,Cast Iron,14,Good,0
17.12,75.7,16.63,516.89,PVC,43,Poor,1
38.2,49.11,34.45,356.0,HDPE,14,Average,0
52.8,20.71,27.24,248.74,HDPE,25,Good,0
58.74,8.85,27.75,221.79,Copper,27,Good,0
45.24,51.28,24.09,833.31,PVC,10,Poor,1
68.72,11.68,17.93,398.27,Steel,4,Average,0
45.82,90.77,16.68,847.46,Copper,45,Poor,1
70.47,48.66,17.19,383.08,PVC,18,Average,0
69.13,37.6,30.23,303.76,Steel,21,Good,0
72.13,33.22,22.75,136.02,Cast Iron,2,Good,0
58.09,11.19,33.02,277.53,PVC,5,Average,0
38.92,21.69,6.94,270.14,Cast Iron,17,Poor,1
43.9,68.91,22.34,636.15,PVC,27,Poor,1
40.87,96.66,13.05,364.47,Steel,34,Average,1
12.1,92.21,6.06,426.48,HDPE,14,Average,1
15.48,32.82,22.37,622.97,HDPE,43,Poor,1
17.19,85.51,32.26,617.98,Copper,14,Poor,1
49.22,84.47,11.0,318.46,Copper,48,Poor,1
34.18,36.44,33.99,411.85,Cast Iron,2,Good,0
53.65,83.66,27.11,875.42,Cast Iron,38,Poor,1
59.13,43.8,32.26,448.28,PVC,20,Good,0
50.71,40.44,25.58,499.2,HDPE,46,Poor,1
78.64,28.63,29.17,263.46,HDPE,18,Good,0
39.95,29.44,22.73,225.48,PVC,11,Poor,1
35.76,51.96,13.36,498.97,Copper,37,Average,1
50.01,27.38,21.62,314.62,Copper,13,Good,0
45.62,16.34,22.92,221.98,Cast Iron,30,Good,0
46.16,31.57,29.34,306.06,Steel,7,Average,0
48.97,30.75,32.86,742.67,HDPE,42,Average,1
63.69,22.92,22.21,259.29,Cast Iron,10,Good,0
31.06,43.78,7.87,243.68,PVC,26,Average,0
67.31,24.74,13.22,144.76,Copper,17,Good,0
12.05,89.81,23.75,819.5,PVC,32,Poor,1
57.01,16.85,5.48,167.8,PVC,11,Average,0
75.95,30.07,14.79,171.06,Steel,1,Average,0
42.28,48.78,23.83,868.82,HDPE,18,Poor,1
32.38,49.89,24.82,370.44,Steel,21,Average,0
27.72,98.7,10.37,967.64,Copper,19,Poor,1
52.05,32.66,26.66,353.91,PVC,25,Average,0
33.36,6.83,33.22,216.43,Copper,4,Good,0
35.88,46.16,32.63,430.53,PVC,39,Average,1
57.06,48.81,27.39,629.25,Steel,38,Poor,1
40.88,23.61,29.71,472.6,HDPE,2,Average,0
44.31,18.34,21.32,216.39,HDPE,10,Good,0
23.2,41.48,9.99,929.91,Steel,31,Poor,1
40.65,95.3,12.71,795.57,PVC,31,Poor,1
33.83,54.93,12.26,279.73,Cast Iron,33,Poor,1
79.86,44.34,13.97,307.81,Copper,2,Average,0
30.28,72.37,16.59,348.39,Cast Iron,25,Average,1
72.44,47.63,22.94,137.27,HDPE,5,Good,0
76.88,46.79,32.61,181.82,Cast Iron,10,Average,0
44.33,76.42,18.33,909.62,HDPE,29,Poor,1
21.3,80.18,28.47,685.99,HDPE,16,Poor,1
76.5,47.16,11.61,409.19,Steel,3,Good,0
68.74,27.59,7.29,256.63,PVC,30,Good,0
25.33,63.87,16.44,269.3,Steel,16,Poor,1
48.62,13.98,29.27,427.87,Steel,11,Good,0
15.87,72.74,5.46,371.99,Steel,41,Poor,1
55.23,29.62,7.06,654.97,HDPE,26,Average,1
52.67,78.61,32.53,801.22,Steel,11,Average,1
47.92,76.85,29.56,486.34,Cast Iron,13,Poor,1
38.22,92.9,26.72,232.7,HDPE,29,Average,1
54.54,39.15,28.63,435.53,Copper,23,Good,0
25.24,62.01,19.14,311.74,Steel,23,Poor,1
13.02,70.16,18.32,685.75,Steel,15,Poor,1
66.05,41.49,11.22,432.66,Steel,5,Good,0
74.53,10.88,9.88,325.26,Steel,4,Good,0
45.32,86.86,14.02,909.31,Steel,12,Poor,1
26.36,38.86,29.45,790.93,Cast Iron,13,Poor,1
56.92,43.68,14.03,922.38,Cast Iron,25,Poor,1
63.79,16.69,24.84,301.07,Copper,3,Good,0
43.15,58.14,22.25,562.03,Steel,29,Poor,1
53.82,50.98,23.53,318.69,HDPE,46,Average,1
52.67,25.83,25.72,429.98,Copper,27,Good,0
22.56,36.37,12.78,998.18,Copper,46,Average,1
60.77,18.91,21.67,494.0,Steel,17,Average,0
18.6,86.04,29.57,895.16,Steel,17,Poor,1
16.18,75.77,5.36,741.4,Steel,31,Poor,1
33.96,8.0,19.31,457.47,Copper,5,Average,0
32.78,96.75,27.06,768.25,PVC,20,Average,1
36.14,45.29,23.0,242.89,HDPE,27,Average,1
29.34,52.64,25.29,670.28,Steel,45,Average,1
46.66,82.7,28.28,486.25,Steel,41,Poor,1
28.86,50.48,25.03,317.22,Copper,48,Average,1
31.83,13.1,16.68,391.51,Steel,5,Good,0
52.35,8.85,9.2,291.19,HDPE,19,Good,0
39.07,52.04,23.35,507.74,Steel,37,Poor,1
67.47,7.12,8.48,103.75,HDPE,30,Average,0
49.53,61.99,34.94,660.56,Cast Iron,25,Average,1
45.81,53.48,6.31,384.24,HDPE,49,Average,1
52.74,99.15,25.87,999.0,PVC,35,Average,1
21.3,94.99,34.33,644.83,HDPE,15,Poor,1
46.78,39.87,5.51,96.5,Steel,10,Good,0
11.12,55.56,33.29,310.0,Copper,12,Poor,1
19.03,31.83,25.82,798.1,PVC,22,Poor,1
33.69,13.16,25.48,409.0,HDPE,6,Average,0
41.07,14.95,8.11,459.64,Steel,15,Good,0
23.77,40.05,30.21,588.41,PVC,11,Average,1
48.28,25.7,22.78,390.94,PVC,12,Good,0
31.28,31.99,32.21,476.61,PVC,26,Good,0
32.4,83.03,5.89,726.7,Copper,37,Average,1
28.22,49.32,20.98,745.43,Copper,28,Average,1
63.38,34.8,12.5,177.48,HDPE,10,Average,0
79.02,33.65,33.99,52.95,PVC,6,Good,0
43.92,44.15,20.8,85.74,Steel,22,Good,0
14.25,70.74,5.05,281.74,PVC,41,Average,1
71.47,30.84,18.38,460.73,HDPE,26,Good,0
56.28,67.09,12.43,850.92,Copper,19,Poor,1
46.22,40.88,31.75,274.48,Copper,36,Poor,1
28.66,76.4,24.55,758.24,HDPE,47,Poor,1
51.37,89.09,26.26,538.23,HDPE,18,Average,1
79.03,22.43,32.91,60.44,HDPE,12,Average,0
60.05,27.5,34.2,227.42,HDPE,12,Average,0
57.31,89.44,11.89,947.28,PVC,12,Average,1
45.9,40.18,27.1,681.58,Steel,27,Poor,1
44.54,75.09,24.7,609.19,HDPE,45,Average,1
58.66,40.61,23.68,384.66,Cast Iron,45,Average,1
76.66,29.1,18.11,180.13,Cast Iron,24,Average,0
10.06,72.21,21.29,622.23,Cast Iron,23,Average,1
62.35,39.08,19.43,442.85,PVC,1,Average,0
18.03,38.77,25.32,620.84,PVC,21,Average,1
59.94,52.47,14.42,409.6,HDPE,16,Poor,1
56.85,27.11,34.13,616.96,Steel,21,Poor,1
54.4,65.8,7.92,909.62,Steel,11,Poor,1
48.78,9.64,11.13,187.54,Steel,15,Average,0
61.61,30.66,28.39,399.29,PVC,14,Good,0
55.02,37.57,22.17,291.58,Cast Iron,29,Poor,1
41.35,59.32,31.88,975.43,Copper,33,Average,1
30.58,29.59,18.15,79.85,PVC,14,Average,0
56.35,19.33,25.03,361.1,Cast Iron,1,Good,0
49.64,21.12,25.12,965.68,Copper,18,Poor,1
36.56,18.14,29.44,138.45,Steel,18,Good,0
39.14,98.79,29.99,278.37,PVC,23,Average,1
72.11,33.09,30.65,381.66,Steel,11,Average,0
16.86,93.31,9.12,718.66,Steel,37,Average,1
27.6,74.21,33.48,706.84,PVC,15,Poor,1
41.29,40.05,27.27,492.28,Steel,12,Average,0
56.82,41.78,25.73,92.86,Copper,13,Average,0
41.88,98.3,25.63,736.48,Copper,12,Poor,1
33.97,15.6,29.86,323.79,Steel,23,Average,0
35.77,30.26,20.86,71.19,HDPE,16,Good,0
38.69,84.17,28.62,577.18,Cast Iron,38,Poor,1
47.26,59.59,28.87,258.4,HDPE,38,Poor,1
41.87,73.67,25.92,788.25,HDPE,21,Average,1
68.16,12.62,21.42,108.47,Cast Iron,30,Average,0
21.22,86.32,14.19,360.03,PVC,12,Poor,1
13.61,63.67,28.73,542.22,Cast Iron,30,Average,1
58.01,15.83,7.67,153.11,Steel,13,Good,0
44.77,41.16,9.21,255.6,HDPE,18,Good,0
49.78,45.4,23.6,421.64,Cast Iron,8,Average,0
17.61,53.98,27.01,954.13,HDPE,30,Average,1
51.07,54.45,9.15,958.66,PVC,24,Average,1
41.69,74.69,11.81,403.31,Cast Iron,17,Poor,1
53.49,46.05,32.14,242.32,PVC,30,Good,0
50.18,55.66,26.6,537.08,Steel,20,Poor,1
30.66,69.62,20.09,695.45,PVC,48,Average,1
33.46,84.08,21.22,746.31,Copper,10,Average,1
57.11,71.7,29.42,922.45,Cast Iron,34,Poor,1
25.52,82.85,29.28,481.25,Cast Iron,50,Average,1
32.27,64.95,14.92,262.95,Steel,24,Average,1
41.14,24.44,29.0,342.05,Steel,23,Good,0
29.62,76.78,5.89,347.04,Cast Iron,50,Average,1
15.96,34.16,27.81,697.5,Cast Iron,17,Poor,1
75.97,20.29,34.27,159.23,Cast Iron,11,Good,0
49.04,30.14,23.73,411.82,Steel,13,Good,0
54.68,39.99,8.98,375.56,Cast Iron,16,Good,0
52.55,62.28,14.58,757.12,Cast Iron,29,Average,1
11.65,78.52,34.64,870.4,PVC,37,Poor,1
20.98,88.55,9.9,884.6,Cast Iron,45,Average,1
21.49,23.45,18.67,923.65,Steel,49,Poor,1
34.99,46.55,25.09,79.77,Copper,14,Average,0
26.81,99.06,8.75,203.16,Copper,50,Poor,1
69.18,43.75,24.18,272.27,HDPE,27,Good,0
45.75,20.79,6.6,488.48,HDPE,29,Average,0
48.56,24.72,6.93,118.26,HDPE,16,Average,0
41.5,14.71,27.23,111.69,Copper,12,Average,0
57.77,22.4,14.18,443.66,Steel,16,Average,0
78.47,6.89,26.06,489.42,Copper,14,Average,0
42.96,44.29,15.41,553.24,HDPE,45,Average,1
68.5,34.79,32.82,278.73,Copper,26,Average,0
67.95,38.85,19.16,480.92,Cast Iron,29,Average,0
34.75,48.87,14.38,557.58,Copper,34,Average,1
24.72,75.12,10.78,858.45,PVC,39,Average,1
74.43,11.66,34.19,483.19,HDPE,25,Good,0
68.52,46.71,28.53,66.0,Cast Iron,17,Good,0
15.5,94.09,32.56,229.49,PVC,22,Average,1
52.88,67.84,32.69,376.96,Copper,12,Poor,1
51.78,43.78,17.07,65.67,HDPE,10,Average,0
22.98,45.94,8.43,892.99,HDPE,32,Poor,1
26.08,76.68,17.48,509.64,PVC,16,Poor,1
37.12,95.65,8.04,435.22,Copper,41,Poor,1
62.62,32.71,31.29,339.99,Cast Iron,16,Good,0
38.76,33.15,14.15,394.73,Copper,13,Average,0
58.17,43.68,27.71,216.29,Copper,1,Average,0
28.49,28.18,31.32,344.45,PVC,45,Average,1
10.63,59.37,14.6,714.15,PVC,27,Average,1
29.93,60.58,22.07,436.78,Copper,47,Poor,1
64.11,27.06,24.4,197.32,Copper,25,Good,0
47.38,61.43,25.65,636.94,PVC,49,Average,1
55.34,6.27,34.79,356.58,Cast Iron,16,Good,0
31.27,38.71,30.93,493.19,HDPE,16,Good,0
12.69,37.97,9.41,234.01,PVC,35,Poor,1
55.63,32.27,5.99,251.51,HDPE,25,Good,0
50.31,95.29,34.53,932.22,HDPE,16,Average,1
17.72,26.29,18.76,447.31,HDPE,21,Average,1
52.77,49.6,34.57,339.44,PVC,41,Average,1
61.32,44.56,20.87,181.66,HDPE,7,Good,0
43.78,37.0,6.77,194.89,Cast Iron,16,Good,0
47.81,75.68,21.65,341.57,Steel,38,Average,1
59.85,43.22,17.31,453.48,PVC,22,Average,0
39.67,14.15,12.74,396.07,Copper,22,Average,0
31.87,28.69,27.09,752.49,Cast Iron,35,Poor,1
52.66,75.61,29.31,307.81,Cast Iron,44,Average,1
48.33,21.9,8.95,946.08,HDPE,39,Poor,1
45.15,22.46,30.61,346.71,PVC,5,Good,0
44.92,67.74,32.12,947.82,HDPE,35,Poor,1
52.24,28.79,15.78,534.29,PVC,46,Average,1
43.13,93.91,11.98,361.29,HDPE,50,Average,1
63.61,46.8,12.89,271.03,Cast Iron,28,Good,0
67.16,21.88,8.49,135.12,Copper,19,Average,0
33.23,8.55,25.49,476.98,HDPE,19,Good,0
66.53,30.73,32.85,389.1,PVC,2,Good,0
19.32,98.71,9.77,649.55,Copper,25,Average,1
50.43,33.23,29.6,379.83,PVC,17,Poor,1
57.23,57.98,17.36,346.45,HDPE,21,Poor,1
43.76,42.74,28.76,404.97,Copper,22,Average,0
29.61,76.67,34.74,457.72,Steel,31,Poor,1
46.57,39.77,9.05,233.39,HDPE,15,Good,0
56.44,40.64,20.9,268.21,PVC,42,Average,1
68.48,36.15,32.29,236.06,HDPE,14,Average,0
38.64,76.89,11.05,805.93,Steel,24,Poor,1
56.29,23.43,25.94,192.65,Steel,1,Average,0
18.44,54.31,31.06,418.17,Cast Iron,17,Average,1
14.84,25.23,24.83,873.35,PVC,37,Poor,1
20.03,30.77,15.19,449.55,PVC,22,Poor,1
52.9,24.14,22.87,919.82,Copper,35,Average,1
77.13,36.07,11.42,374.44,Steel,2,Good,0
33.88,39.36,20.02,120.75,HDPE,11,Average,0
61.06,12.86,15.64,379.39,Steel,21,Good,0
51.03,34.4,9.35,231.83,HDPE,11,Average,0
55.68,11.43,26.75,298.78,Copper,14,Average,0
36.71,93.16,34.61,429.96,HDPE,39,Poor,1
21.5,47.81,7.4,203.68,Cast Iron,29,Poor,1
42.15,22.12,22.95,514.06,Steel,24,Poor,1
48.51,46.69,8.85,479.34,Copper,14,Poor,1
56.08,7.5,28.01,274.8,Steel,21,Good,0
60.42,41.72,7.19,221.16,HDPE,16,Good,0
69.57,26.95,32.36,163.58,HDPE,22,Good,0
37.57,13.77,29.51,302.19,PVC,16,Good,0
74.67,47.19,6.58,128.94,Steel,11,Average,0
28.47,20.56,27.63,310.59,HDPE,46,Poor,1
40.05,23.64,29.06,237.43,HDPE,28,Good,0
28.56,80.92,21.0,331.99,Cast Iron,44,Poor,1
53.32,28.1,14.16,236.42,Copper,5,Average,0
33.66,38.97,31.59,528.13,Copper,45,Average,1
58.57,92.33,24.93,736.56,Cast Iron,44,Poor,1
60.34,23.56,21.25,427.73,PVC,8,Average,0
58.75,46.94,20.04,405.29,Steel,40,Average,1
45.19,72.71,33.41,964.47,Cast Iron,12,Poor,1
63.09,46.09,25.87,352.28,Steel,7,Good,0
30.23,91.85,16.07,695.34,Copper,38,Average,1
49.51,44.51,11.11,122.92,HDPE,29,Good,0
61.48,46.32,19.64,185.53,Copper,15,Good,0
71.01,14.0,21.17,170.94,PVC,16,Average,0
39.37,52.58,15.55,641.66,Cast Iron,14,Average,1
39.79,77.58,17.19,596.32,Steel,28,Poor,1
50.62,12.91,34.93,262.09,HDPE,23,Average,0
16.17,88.13,5.57,752.66,Steel,11,Average,1
17.83,60.21,21.26,845.64,HDPE,50,Average,1
40.0,22.48,33.87,159.7,Steel,14,Good,0
69.22,44.39,6.53,457.0,PVC,27,Good,0
59.37,23.11,13.67,202.04,HDPE,30,Average,1
65.5,25.22,7.54,375.48,HDPE,12,Average,0
75.01,38.22,31.27,346.26,HDPE,9,Good,0
13.64,46.81,12.82,669.13,Cast Iron,33,Poor,1
60.26,14.85,28.16,259.76,Cast Iron,19,Good,0
63.26,18.78,26.71,169.83,HDPE,24,Good,0
18.71,84.74,31.18,936.96,Cast Iron,40,Poor,1
54.73,62.24,27.18,362.55,HDPE,37,Poor,1
60.02,36.87,19.01,85.53,Copper,18,Average,0
10.4,44.87,33.6,881.77,HDPE,14,Poor,1
52.69,55.36,16.81,719.39,HDPE,10,Poor,1
33.5,24.16,6.91,531.59,HDPE,49,Average,1
49.07,66.72,14.27,929.3,PVC,27,Poor,1
53.15,88.46,27.67,283.59,Steel,49,Average,1
71.65,28.61,27.94,340.36,Steel,23,Good,0
32.54,5.85,34.66,268.91,Copper,7,Average,0
18.29,85.58,19.53,286.54,Steel,38,Average,1
40.8,36.18,27.96,271.42,PVC,4,Average,0
56.75,98.25,21.16,652.82,Steel,15,Poor,1
30.37,16.48,14.14,106.17,Copper,16,Average,0
50.01,27.81,34.66,359.26,Cast Iron,19,Poor,1
49.56,41.43,20.45,146.67,HDPE,27,Average,0
48.93,46.96,30.06,888.89,Steel,39,Average,1
59.88,97.44,20.88,506.45,HDPE,33,Poor,1
37.01,57.09,31.08,588.81,Copper,46,Average,1
16.05,87.25,22.85,653.0,Steel,19,Average,1
38.39,87.28,23.78,255.94,Cast Iron,18,Poor,1
13.35,39.35,23.25,411.2,Steel,15,Poor,1
47.38,24.51,29.65,457.56,Cast Iron,2,Good,0
56.67,20.45,14.84,259.87,PVC,22,Good,0
16.52,80.09,28.36,813.04,Copper,31,Average,1
46.64,96.34,19.7,849.64,Cast Iron,22,Average,1
74.89,36.35,8.58,359.41,PVC,6,Good,0
58.27,96.02,32.52,751.94,PVC,18,Poor,1
28.98,57.5,18.43,678.57,Steel,34,Poor,1
52.46,43.15,29.97,58.58,Copper,21,Good,0
31.3,28.25,27.66,372.0,HDPE,12,Good,0
32.05,55.83,24.25,822.87,Cast Iron,31,Average,1
33.1,58.36,24.41,321.91,Cast Iron,36,Poor,1
58.15,42.42,23.72,296.76,Copper,24,Poor,1
31.93,8.16,7.06,142.46,Cast Iron,22,Good,0
26.26,85.98,30.3,722.93,Steel,29,Poor,1
19.96,20.89,29.39,976.09,Copper,40,Poor,1
45.0,6.82,33.59,366.74,PVC,21,Average,0
43.77,36.42,15.06,174.52,Copper,11,Good,0
70.52,17.32,19.47,247.02,Steel,29,Good,0
12.03,62.83,16.85,994.23,PVC,40,Poor,1
79.98,30.8,20.9,227.31,Cast Iron,4,Good,0
17.65,83.7,7.94,340.15,Copper,14,Average,1
31.35,53.27,27.49,847.06,Cast Iron,25,Average,1
58.43,82.97,23.14,268.08,HDPE,41,Average,1
43.54,47.63,23.3,521.98,Cast Iron,37,Poor,1
72.23,42.48,16.43,208.08,Cast Iron,16,Good,0
28.08,64.82,9.44,437.43,Copper,17,Poor,1
26.64,71.44,7.15,237.06,PVC,16,Average,1
46.77,9.86,8.04,395.55,Cast Iron,13,Good,0
34.09,10.08,21.03,470.69,HDPE,11,Average,0
16.95,20.89,24.08,634.76,Copper,44,Average,1
10.12,22.45,24.47,682.27,Steel,44,Poor,1
59.98,23.48,30.18,235.47,PVC,4,Average,0
18.69,28.46,19.92,420.29,Cast Iron,26,Average,1
58.39,88.94,14.29,662.52,Steel,12,Average,1
57.86,6.35,21.51,348.25,Steel,17,Average,0
30.19,29.46,18.63,366.05,PVC,28,Good,0
54.79,39.78,8.18,679.05,PVC,43,Average,1
30.37,48.88,14.95,258.27,Copper,25,Average,0
75.8,5.9,21.39,406.54,Steel,9,Average,0
63.2,30.87,32.53,412.58,PVC,28,Good,0
23.08,21.59,5.38,360.38,Cast Iron,33,Poor,1
40.11,94.38,9.07,233.45,Cast Iron,13,Poor,1
46.5,46.56,19.48,257.68,Copper,5,Average,0
57.04,24.46,22.31,287.17,Copper,24,Average,0
55.37,34.77,32.6,131.08,Copper,22,Average,0
42.26,33.41,13.82,536.3,Copper,36,Average,1
39.37,22.38,33.24,436.87,Copper,27,Average,0
78.04,23.68,16.85,66.46,HDPE,6,Good,0
15.14,23.58,17.33,266.55,Copper,15,Average,1
53.49,65.55,33.95,301.95,Steel,29,Average,1
47.05,25.96,24.29,807.75,Cast Iron,26,Poor,1
31.84,46.36,29.45,263.05,Steel,21,Good,0
20.49,89.22,20.1,219.89,Copper,31,Poor,1
44.19,41.56,13.36,405.94,Copper,14,Average,0
45.78,86.5,22.73,871.59,HDPE,29,Poor,1
71.99,15.18,22.49,397.1,Cast Iron,25,Average,0
52.63,14.02,12.29,224.41,Steel,17,Average,0
33.33,83.77,31.36,769.03,Steel,16,Poor,1
78.79,7.7,28.96,307.98,Cast Iron,10,Average,0
36.86,35.61,31.08,272.5,PVC,48,Poor,1
64.62,29.93,33.98,312.15,Steel,13,Good,0
46.54,96.16,5.39,758.38,Steel,22,Poor,1
32.03,86.59,25.31,709.12,Steel,18,Average,1
59.39,66.61,13.62,700.67,PVC,49,Average,1
46.61,24.57,30.64,304.64,PVC,13,Average,0
53.66,59.48,33.11,489.26,Steel,49,Average,1
65.46,21.39,26.81,451.74,Steel,14,Average,0
30.58,52.84,32.81,911.12,PVC,42,Average,1
58.33,31.45,29.98,240.77,Cast Iron,5,Good,0
36.69,83.93,9.15,768.64,HDPE,40,Poor,1
31.8,28.93,31.65,263.88,PVC,20,Average,0
34.92,98.86,22.91,248.18,Steel,11,Average,1
47.08,60.31,7.79,333.85,Copper,28,Poor,1
78.25,47.8,33.47,73.55,Cast Iron,23,Average,0
54.96,30.22,24.35,337.09,PVC,6,Good,0
32.64,41.77,25.92,905.18,HDPE,44,Poor,1
58.76,20.7,31.19,825.09,Steel,50,Average,1
45.38,57.26,9.48,374.39,PVC,13,Average,1
59.54,36.47,21.39,87.34,Cast Iron,14,Average,0
40.51,24.33,23.79,760.68,PVC,49,Poor,1
51.63,21.39,10.86,273.71,PVC,30,Poor,1
38.74,43.97,15.06,77.99,Copper,10,Good,0
49.09,71.1,32.21,323.05,HDPE,21,Poor,1
62.89,45.0,26.44,191.58,PVC,28,Average,0
54.44,87.04,21.68,440.05,HDPE,20,Poor,1
38.64,43.14,19.58,458.79,HDPE,45,Poor,1
42.04,81.19,29.48,350.55,PVC,25,Poor,1
40.35,65.28,27.63,220.71,Cast Iron,20,Poor,1
10.36,99.19,34.41,920.99,HDPE,42,Poor,1
54.04,16.42,8.89,237.16,PVC,22,Good,0
73.25,26.57,23.97,89.17,Cast Iron,15,Good,0
45.7,37.16,17.14,853.78,Steel,15,Average,1
32.84,94.77,25.29,420.05,HDPE,40,Poor,1
59.83,63.5,30.57,305.92,Copper,43,Poor,1
56.49,69.21,8.86,644.29,Cast Iron,36,Poor,1
57.22,28.51,20.69,137.21,Steel,26,Average,0
54.79,9.25,29.43,266.89,Steel,4,Good,0
26.71,69.7,30.03,647.05,HDPE,34,Poor,1
56.83,57.09,34.41,428.85,Copper,46,Poor,1
49.25,45.24,32.81,106.07,PVC,3,Good,0
46.22,36.95,6.81,73.32,HDPE,7,Good,0
18.2,81.32,24.61,995.4,PVC,18,Poor,1
57.79,34.21,21.01,153.76,Copper,30,Good,0
30.82,23.0,31.3,169.85,Steel,22,Good,0
45.44,32.1,31.91,234.97,Cast Iron,29,Average,0
10.68,98.97,27.78,827.12,HDPE,41,Average,1
27.3,95.33,27.16,694.27,Steel,22,Average,1
39.71,94.91,21.15,456.93,Copper,17,Poor,1
41.83,75.69,16.11,314.8,Steel,31,Average,1
16.35,68.57,15.78,768.91,Cast Iron,24,Average,1
49.51,33.71,23.33,269.67,HDPE,19,Good,0
